"date","month","year","ind","maxtp","ind.1","mintp","igmin","gmin","ind.2","rain","cbl","wdsp","ind.3","hm","ind.4","ddhm","ind.5","hg","sun","glorad","soil","pe","evap","smd_wd","smd_md","smd_pd"
1,"jan",2012,0,10.9,0,4.1,0,4.1,0,5.7,997.7,17.2,0,26,0,270,0,38,NA,NA,7.925,1.1,1.3,0,-4.6,-10
2,"jan",2012,0,12.1,0,3.3,0,0,0,19.1,996,18.6,0,37,0,230,0,56,NA,NA,5.95,0.8,1.1,0,-10,-10
3,"jan",2012,0,12.8,0,4.8,0,4.7,0,5,1002,25.7,0,38,0,230,0,56,NA,NA,7.475,1,1.4,0,-4,-10
4,"jan",2012,0,10.9,0,7.6,0,4.4,0,3.6,1014.5,22.1,0,29,0,250,0,47,NA,NA,7.325,1.4,2,0,-2.2,-10
5,"jan",2012,0,11.2,0,6.9,0,8.4,0,2.5,1016.9,15.8,0,30,0,290,0,45,NA,NA,8.675,0.7,0.9,0,-1.8,-10
6,"jan",2012,0,11.5,0,8.2,0,1.8,0,3.4,1024.2,10.6,0,20,0,260,0,32,NA,NA,8.95,0.4,0.6,0,-3,-10
7,"jan",2012,0,10.9,0,9,0,7.2,0,0.2,1024.9,8.9,0,17,0,300,0,26,NA,NA,8.925,0.8,0.9,0.6,0.6,-8.9
8,"jan",2012,0,12.2,0,10.2,0,7.8,0,0.2,1025.9,9.1,0,17,0,220,0,27,NA,NA,9.8,0.7,0.8,1.1,1.1,-8
9,"jan",2012,0,11.3,0,8.4,0,8.1,0,3.8,1026.3,6.9,0,17,0,230,0,27,NA,NA,10.1,0.1,0.2,0,-2.6,-10
10,"jan",2012,0,11.4,0,9.8,0,6.2,0,6.1,1027.8,12.8,0,16,0,210,0,25,NA,NA,9.975,0.4,0.6,0,-5.7,-10
11,"jan",2012,0,11.2,0,10,0,9.8,0,3.9,1028.9,11.9,0,16,0,220,0,24,NA,NA,10.425,0.3,0.5,0,-3.6,-10
12,"jan",2012,0,10.9,0,9.6,0,8.9,0,2.6,1029.2,7,0,15,0,250,0,23,NA,NA,10.6,0.2,0.3,0,-2.4,-10
13,"jan",2012,0,10.2,0,7.2,0,2.9,0,0.6,1027.3,4.5,0,13,0,140,0,23,NA,NA,9.65,0.3,0.4,0,-0.3,-9.8
14,"jan",2012,0,10.5,0,8.2,0,5.9,0,0.3,1016,14.7,0,24,0,130,0,43,NA,NA,8.525,1.4,1.6,1.1,1.1,-8.2
15,"jan",2012,0,9.7,0,6.8,0,6.4,0,14.3,1010,11.3,0,22,0,130,0,37,NA,NA,8.1,0.9,1.1,0,-10,-10
16,"jan",2012,0,11.2,0,8,0,4.6,0,3.2,1013.5,10.4,0,16,0,140,0,26,NA,NA,8.1,0.7,0.9,0,-2.5,-10
17,"jan",2012,0,11.8,0,9.5,0,7.3,0,16,1014.8,11.4,0,18,0,150,0,30,NA,NA,9.6,0.5,0.6,0,-10,-10
18,"jan",2012,0,12.1,0,8.7,0,7.9,0,5.9,1018.2,5,0,16,0,260,0,23,NA,NA,10.45,0.2,0.3,0,-5.7,-10
19,"jan",2012,0,10.3,0,8.4,0,6.9,0,2.1,1021.8,13.7,0,23,0,290,0,34,NA,NA,9.125,1,1.2,0,-1.1,-10
20,"jan",2012,0,11.3,0,9.1,0,5.6,0,1.5,1023,13.7,0,19,0,280,0,29,NA,NA,9,0.8,1.1,0,-0.7,-10
21,"jan",2012,0,11.1,0,8.8,0,7.8,0,1.3,1018.7,15.8,0,21,0,300,0,32,NA,NA,9.625,0.8,1.1,0,-0.5,-10
22,"jan",2012,0,10.7,0,8.3,0,7.7,2,0,1018,10.1,0,20,0,300,0,28,NA,NA,9.15,0.9,1,0.9,0.9,-8.6
23,"jan",2012,0,11.1,0,8,0,5.5,0,4.1,1018.2,7.5,0,15,0,230,0,22,NA,NA,9.5,0.4,0.5,0,-2.8,-10
24,"jan",2012,0,11.5,0,9,0,9.9,0,3.7,1013.2,14.1,0,20,0,210,0,29,NA,NA,10.7,0.4,0.6,0,-3.3,-10
25,"jan",2012,0,11.4,0,4.2,0,9.2,0,14.3,1002.4,16.4,0,28,0,210,0,41,NA,NA,8.8,1.1,1.5,0,-10,-10
26,"jan",2012,0,8,0,3,0,0,0,11,1004.7,15.5,0,28,0,270,0,40,NA,NA,5.4,1.2,1.6,0,-9.8,-10
27,"jan",2012,0,8.6,0,3,0,2.4,0,2.3,1020.3,8.3,0,18,0,300,0,30,NA,NA,5.95,0.8,1,0,-1.5,-10
28,"jan",2012,0,9.6,0,2,0,2.1,0,6.9,1027.4,3.5,0,9,0,160,0,16,NA,NA,5.975,0.3,0.4,0,-6.6,-10
29,"jan",2012,0,12.1,0,8.9,0,8,0,0.6,1022.9,4.4,0,9,0,260,0,14,NA,NA,9,0.4,0.6,0,-0.2,-9.7
30,"jan",2012,0,10.8,0,5.4,0,7.2,0,11,1015.3,5.9,0,13,0,150,0,23,NA,NA,9.275,0.3,0.5,0,-10,-10
31,"jan",2012,0,8.9,0,2.9,1,-0.5,0,1.5,1018.9,5.7,0,12,0,100,0,26,NA,NA,7.575,0.6,0.8,0,-0.9,-10
1,"feb",2012,0,6.3,0,1.7,1,-1.4,3,0,1028.4,9.5,0,16,0,90,0,24,NA,NA,4.75,0.9,1.2,0.9,0.9,-8.6
2,"feb",2012,0,6.8,0,2.2,1,-2.9,0,0,1030.8,9.2,0,14,0,140,0,25,NA,NA,3.625,1.1,1.3,2,2,-7.1
3,"feb",2012,0,8.8,0,4.9,0,1.4,0,6.2,1030.8,8.2,0,13,0,150,0,22,NA,NA,5.275,0.9,1.1,0,-3.3,-10
4,"feb",2012,0,11,0,5.5,0,6.4,0,8,1026.6,8.8,0,17,0,230,0,25,NA,NA,7.6,0.6,0.8,0,-7.4,-10
5,"feb",2012,0,11.3,0,5.8,1,-1.2,0,3.7,1028.3,5.6,0,16,0,290,0,27,NA,NA,7.575,0.6,0.7,0,-3.1,-10
6,"feb",2012,0,11.6,0,6.8,0,6.4,0,0.2,1031.4,2.4,0,12,0,300,0,16,NA,NA,9.675,0.3,0.5,0.1,0.1,-9.4
7,"feb",2012,0,10.6,0,5.5,0,1.6,2,0,1030.8,9.2,0,17,0,140,0,25,NA,NA,8.4,0.7,1,0.9,0.9,-8.1
8,"feb",2012,0,10,0,8.1,0,7.7,0,7.6,1030.7,13.9,0,20,0,150,0,32,NA,NA,8.925,0.6,0.9,0,-6.1,-10
9,"feb",2012,0,11.8,0,9.1,0,8.2,0,5.1,1031.8,8.1,0,16,0,150,0,24,NA,NA,9.8,0.5,0.7,0,-4.6,-10
10,"feb",2012,0,12.9,0,6.5,0,7.8,0,0.3,1029.3,3,0,8,0,230,0,12,NA,NA,10.35,0.5,0.7,0.2,0.2,-9.3
11,"feb",2012,0,10.4,0,6.2,0,2.3,0,0.9,1029.6,2.5,0,8,0,330,0,11,NA,NA,9.35,0.4,0.6,0,-0.3,-9.3
12,"feb",2012,0,11.3,0,3.9,1,-1.6,3,0,1033.6,1.9,0,5,0,60,0,8,NA,NA,8.525,0.5,0.7,0.5,0.5,-8.4
13,"feb",2012,0,9.8,0,5.8,1,-1,2,0.2,1034.3,8.4,0,18,0,350,0,26,NA,NA,8.05,0.7,1,1,1,-7.5
14,"feb",2012,0,9.4,0,7.9,0,5.4,2,0,1034.3,10.7,0,17,0,350,0,29,NA,NA,8.25,1,1.3,1.9,1.9,-6.1
15,"feb",2012,0,9.7,0,7.9,0,6.9,2,0,1034.6,9.3,0,17,0,10,0,27,NA,NA,8.6,1,1.3,2.9,2.9,-4.8
16,"feb",2012,0,10.5,0,8.2,0,5,0,0.7,1029.9,9.2,0,15,0,270,0,21,NA,NA,8.7,0.9,1.2,3.1,3.1,-4.3
17,"feb",2012,0,11.4,0,8.3,0,9.1,0,2.3,1019.6,11.8,0,17,0,230,0,25,NA,NA,9.725,0.7,0.9,1.5,1.5,-5.7
18,"feb",2012,0,10,0,4.8,0,4.7,0,7.9,1014.7,14.7,0,22,0,320,0,32,NA,NA,8.25,1.1,1.6,0,-5.3,-10
19,"feb",2012,0,9.5,0,3.9,1,-3.1,0,0.5,1024.8,5.4,0,13,0,320,0,22,NA,NA,6.725,0.9,1.2,0.4,0.4,-9.1
20,"feb",2012,0,10.8,0,6.8,0,2.8,0,4.4,1023.3,14,0,17,0,200,0,26,NA,NA,8.15,0.8,1.2,0,-3.2,-10
21,"feb",2012,0,11.7,0,9.4,0,7.8,0,1.7,1017.7,13.3,0,21,0,200,0,31,NA,NA,9.9,0.7,1,0,-1,-10
22,"feb",2012,0,13.4,0,11.1,0,10.6,0,13.6,1014.8,15.6,0,26,0,200,0,38,NA,NA,11.575,0.7,1,0,-10,-10
23,"feb",2012,0,12.9,0,10.7,0,10.6,0,0.7,1020.9,10.4,0,15,0,220,0,24,NA,NA,11.65,0.6,0.9,0,-0.1,-9.6
24,"feb",2012,0,12.3,0,7.7,0,9.4,0,0.2,1024.8,6.4,0,15,0,220,0,22,NA,NA,11.75,0.6,0.9,0.4,0.4,-8.7
25,"feb",2012,0,11.7,0,5.1,0,0.5,2,0,1026.3,2.2,0,6,0,280,0,8,NA,NA,10.65,0.6,0.9,1.1,1.1,-7.6
26,"feb",2012,0,10.6,0,9.1,0,5.3,0,2.1,1023.6,7,0,13,0,210,0,19,NA,NA,10.7,0.5,0.8,0,-0.5,-8.8
27,"feb",2012,0,12.4,0,10,0,9.1,0,0.5,1021,8.5,0,13,0,230,0,19,NA,NA,10.95,0.6,0.9,0.1,0.1,-8.3
28,"feb",2012,0,11.6,0,9.1,0,8.7,0,0.3,1019,6.5,0,11,0,200,0,20,NA,NA,10.925,0.8,1.1,0.6,0.6,-7.3
29,"feb",2012,0,11.6,0,9.1,0,8.4,0,0.5,1015.2,9.4,0,12,0,170,0,24,NA,NA,10.25,0.7,1,0.9,0.9,-6.7
1,"mar",2012,0,12.6,0,8.7,0,6.8,0,2.8,1018.5,6.8,0,16,0,200,0,23,NA,NA,11.2,1.1,1.6,0,-0.9,-8.1
2,"mar",2012,0,12.7,0,7.3,0,5.8,0,3.7,1011.9,13.6,0,21,0,150,0,41,NA,NA,10.8,1.2,1.8,0,-2.5,-10
3,"mar",2012,0,10.5,0,4.4,0,4.8,0,4.5,1008.2,10.4,0,28,0,220,0,44,NA,NA,9.375,1.3,1.8,0,-3.2,-10
4,"mar",2012,0,8.6,0,2.4,1,-0.3,0,1.4,1021.4,10.7,0,18,0,310,0,27,NA,NA,7.4,1.5,2.1,0.1,0.1,-9.4
5,"mar",2012,0,10.1,0,4.6,1,-1.1,0,1.4,1026.2,4.4,0,15,0,300,0,22,NA,NA,7.625,1.1,1.5,0,-0.2,-9.3
6,"mar",2012,0,11.8,0,8,0,2.8,0,10.4,1017.2,12.1,0,19,0,220,0,30,NA,NA,9.425,1,1.3,0,-9.4,-10
7,"mar",2012,0,11.6,0,6.4,0,4.6,0,1.2,1018,19.1,0,27,0,290,0,42,NA,NA,9.05,1.3,2.2,0.1,0.1,-9.4
8,"mar",2012,0,11.8,0,8.2,0,4.7,0,0,1026.7,12,0,19,0,270,0,26,NA,NA,9.075,1.4,1.9,1.5,1.5,-7.5
9,"mar",2012,0,14,0,10.5,0,9.1,0,1.1,1029.7,9.4,0,17,0,220,0,24,NA,NA,11.3,1.1,1.5,1.5,1.5,-7.2
10,"mar",2012,0,12.8,0,9.5,0,9.4,0,0.2,1035.1,3,0,7,0,280,0,9,NA,NA,12.125,0.9,1.2,2.1,2.1,-6.1
11,"mar",2012,0,10.4,0,8.7,0,7,3,0,1035.2,4,0,7,0,190,0,11,NA,NA,11.075,0.8,1,2.9,2.9,-5.1
12,"mar",2012,0,10.6,0,8.5,0,7.9,0,0,1031.7,3.6,0,7,0,130,0,11,NA,NA,10.625,0.9,1.2,3.8,3.8,-3.9
13,"mar",2012,0,13,0,8.3,0,7.9,2,0,1028.8,6.6,0,9,0,140,0,15,NA,NA,11.075,1.5,2.1,5.3,5.3,-2.2
14,"mar",2012,0,10.7,0,8.5,0,7.9,2,0,1024.2,7,0,11,0,170,0,17,NA,NA,10.525,1.1,1.5,6.3,6.3,-0.9
15,"mar",2012,0,11.4,0,7.8,0,6.4,0,2.5,1016.7,9.4,0,17,0,180,0,29,NA,NA,10.175,0.7,1,4.5,4.5,-2.6
16,"mar",2012,0,11.7,0,4.5,0,8.1,0,8.6,1009.6,7.5,0,21,0,200,0,30,NA,NA,10.9,0.9,1.3,0,-3.2,-10
17,"mar",2012,0,8.6,0,4.2,0,0.5,0,2.4,1008.3,6,0,15,0,10,0,24,NA,NA,8.875,1.1,1.6,0,-1.3,-10
18,"mar",2012,0,10.7,0,4.2,0,3.4,0,0.4,1019.5,7.1,0,17,0,10,0,25,NA,NA,8.975,1.8,2.5,1.4,1.4,-8.1
19,"mar",2012,0,11.9,0,4.4,1,-0.9,2,0,1028.4,9.3,0,16,0,210,0,23,NA,NA,9.375,1.1,1.5,2.5,2.5,-6.6
20,"mar",2012,0,12.7,0,9.8,0,8.5,0,0.2,1029.2,10.7,0,18,0,210,0,27,NA,NA,10.625,1.7,2.3,3.9,3.9,-4.8
21,"mar",2012,0,11.5,0,7.9,0,7.8,2,0,1026.8,8.9,0,13,0,170,0,23,NA,NA,10.225,1.5,2,5.4,5.4,-3
22,"mar",2012,0,13.3,0,6.5,0,1.9,0,1.1,1021.4,8.5,0,15,0,80,0,26,NA,NA,10.225,1.6,2.3,5.9,5.9,-2.3
23,"mar",2012,0,13.6,0,7.3,0,5.2,0,0.4,1015.7,13.4,0,21,0,150,0,39,NA,NA,10.375,1.9,2.8,7.3,7.3,-0.7
24,"mar",2012,0,17.1,0,11.4,0,8.1,0,0,1017.2,14.3,0,22,0,130,0,42,NA,NA,11.775,3.1,4.2,10.2,10.2,2.4
25,"mar",2012,0,19.9,0,10.8,0,6.7,2,0,1024,6.2,0,15,0,80,0,23,NA,NA,13.125,2.4,3.1,12.3,12.3,4.8
26,"mar",2012,0,18.9,0,10.9,0,4.1,0,0,1028.2,7.8,0,13,0,120,0,22,NA,NA,13.05,3,3.9,15,15,7.8
27,"mar",2012,0,20.2,0,8,0,3.9,0,0,1029.8,7.1,0,14,0,100,0,24,NA,NA,13.05,3.3,4.2,17.8,17.8,11.1
28,"mar",2012,0,18.7,0,4,1,-1.7,3,0,1030.6,2.7,0,9,0,270,0,13,NA,NA,12.5,2.2,3.1,19.6,19.6,13.2
29,"mar",2012,0,18.6,0,3.9,1,-1.9,3,0,1029.8,3.2,0,10,0,360,0,15,NA,NA,12.275,2.3,3.2,21.5,21.5,15.5
30,"mar",2012,0,16.1,0,3,1,-1.6,3,0,1025.9,3.3,0,9,0,80,0,14,NA,NA,12.725,2,2.9,23.2,23.2,17.4
31,"mar",2012,0,12.7,0,7.6,0,1.7,3,0,1021.2,5.7,0,11,0,60,0,16,NA,NA,12.65,1.6,2.2,24.4,24.4,18.9
1,"apr",2012,0,11.9,0,8.4,0,7.4,0,0,1018,3,0,8,0,320,0,11,NA,NA,12.375,1.4,1.9,25.6,25.6,20.2
3,"apr",2012,0,10.1,0,4.8,0,1.4,0,0.8,1010.1,11,0,20,0,10,0,32,6.5,1478,9.398,1.9,2.9,2.4,2.4,2.4
4,"apr",2012,0,8.8,0,3.7,0,2.4,0,0,1018.1,15.7,0,22,0,10,0,36,7.7,1462,7.202,2.6,4,4.9,4.9,5
5,"apr",2012,0,10.3,0,3.2,0,1.4,0,0,1020.7,10.7,0,18,0,30,0,28,10.9,2049,7.608,2.4,3.7,7.3,7.3,7.4
6,"apr",2012,0,11,0,6.1,0,0.8,0,0.7,1018.1,7.2,0,14,0,0,0,23,0.8,853,8.763,1.2,1.7,7.6,7.6,7.9
7,"apr",2012,0,13.8,0,9.5,0,8.5,0,0.1,1016.5,10.5,0,17,0,340,0,24,5.3,1510,10.488,2,3,9.4,9.4,9.8
8,"apr",2012,0,10.6,0,8.9,0,8.5,0,5.7,1010.8,10,0,18,0,240,0,26,0,479,10.3,1,1.4,4.6,4.6,5.1
9,"apr",2012,0,11.2,0,5.6,0,7.9,0,18.6,994,15.2,0,24,0,280,0,35,2.9,1011,10.083,1.3,2.2,0,-10,-10
10,"apr",2012,0,10.5,0,4.9,0,3,0,4.6,989.8,11.4,0,19,0,280,0,27,9.1,1803,9.104,1.9,3.1,0,-2.7,-10
11,"apr",2012,0,11.4,0,6.4,0,3.1,0,0.4,999,8.5,0,15,0,330,0,24,8.3,1814,9.221,2.1,3.2,1.7,1.7,-7.8
12,"apr",2012,0,10.3,0,6.4,0,4.8,0,1.5,1005.2,8.1,0,15,0,310,0,22,3.4,1311,8.94,1.9,2.7,2,2,-7
13,"apr",2012,0,11,0,2.9,0,-0.8,0,0.2,1004.4,5.8,0,12,0,10,0,17,8.7,1897,9.051,2,3,3.8,3.8,-4.8
14,"apr",2012,0,10.8,0,4.7,0,2.2,0,0,1012.1,8.2,0,13,0,0,0,22,10.8,1927,8.948,2.4,3.5,6.1,6.1,-2.2
15,"apr",2012,0,11.3,0,0.9,0,-3.6,0,0,1021.8,5,0,11,0,310,0,16,8.3,1970,9.058,2.2,3.2,8.2,8.2,0.1
16,"apr",2012,0,12.1,0,6.7,0,5.8,0,14.2,1012.2,12.7,0,27,0,240,0,41,0.1,834,9.91,1.3,2.1,0,-4.8,-10
17,"apr",2012,0,10.2,0,5.6,0,4,0,9.7,989.4,23.8,0,32,0,250,0,49,2,994,9.125,1.4,2.7,0,-8.3,-10
18,"apr",2012,0,11.1,0,7,0,5.4,0,3,985.7,13.9,0,28,0,320,0,41,7.1,1643,9.302,2.2,3.6,0,-0.8,-10
19,"apr",2012,0,10.9,0,6.5,0,5.6,0,4.6,992.1,11.9,0,22,0,310,0,32,8.5,1870,9.157,2.4,3.7,0,-2.2,-10
20,"apr",2012,0,10.4,0,5,0,2.6,0,12.7,994.6,9.9,0,20,0,280,0,31,4.5,1387,8.783,1.7,2.7,0,-10,-10
21,"apr",2012,0,10.9,0,6.3,0,4,0,5.8,1000.6,13.4,0,21,0,270,0,34,7.7,1584,8.88,2.2,3.4,0,-3.6,-10
22,"apr",2012,0,11.4,0,6,0,5.2,0,7.2,998.3,13.5,0,23,0,280,0,34,4.4,1546,9.365,2.1,3.4,0,-5.1,-10
23,"apr",2012,0,11.2,0,4.8,0,4.4,0,8.6,995.5,10.7,0,17,0,330,0,24,8.7,1936,9.263,2.2,3.5,0,-6.4,-10
24,"apr",2012,0,11.9,0,7.2,0,5.6,0,1.5,992.8,6.8,0,13,0,290,0,21,4.7,1335,10.135,2,2.8,0.5,0.5,-9
25,"apr",2012,0,9.1,0,6.6,0,6.4,0,3.2,982.3,17.4,0,24,0,10,0,39,0.1,541,8.4,1.4,2.2,0,-1.3,-10
26,"apr",2012,0,10.7,0,5.9,0,5.9,0,10,996.2,16.3,0,21,0,10,0,37,0.6,911,8.467,1.6,2.6,0,-8.4,-10
27,"apr",2012,0,11.3,0,6,0,4.1,0,0.2,1012.6,11.7,0,17,0,10,0,26,13.2,2319,8.636,3,4.6,2.8,2.8,-6.7
28,"apr",2012,0,12.1,0,3.2,0,1,0,0,1018.2,10.3,0,18,0,20,0,27,10.2,1933,8.229,2.6,3.9,5.3,5.3,-3.8
29,"apr",2012,0,11.3,0,4.5,0,1.1,0,0.8,1011.8,16.3,0,27,0,20,0,46,13.1,2510,8.028,3.1,5.3,7.4,7.4,-1.3
30,"apr",2012,0,12.4,0,6.5,0,5.4,0,5,1007.7,13.4,0,21,0,20,0,35,0.9,707,8.553,1.6,2.4,4,4,-4.6
1,"may",2012,0,12.8,0,9.7,0,7.6,0,1,1013.4,9.1,0,15,0,50,0,23,0,380,9.5,1.3,1.7,4.3,4.3,-4
2,"may",2012,0,17.2,0,8.1,0,6.7,0,0.7,1018.3,6,0,11,0,100,0,19,7.2,1739,11.438,2.7,3.7,6.1,6.1,-1.9
3,"may",2012,0,11.9,0,8.2,0,4.3,0,3.1,1011.4,3.1,0,9,0,60,0,15,0.1,510,10.767,1,1.4,4,4,-3.8
4,"may",2012,0,12.9,0,7.8,0,3,0,0,1006.2,7.2,0,13,0,20,0,22,4,1762,11.33,2.3,3.4,6.3,6.3,-1.3
5,"may",2012,0,11.5,0,6.2,0,3.9,0,0.3,1009.2,4,0,10,0,160,0,17,0.3,1027,10.677,1.7,2.3,7.5,7.5,0.1
6,"may",2012,0,13,0,6.3,0,4.7,0,1,1006.5,8.9,0,20,0,100,0,30,4.6,1737,10.467,2.8,4,9.1,9.1,1.9
7,"may",2012,0,12.6,0,6.9,0,5,0,5.5,1000.2,10.8,0,17,0,80,0,27,4.9,1311,10.193,2,3,5.5,5.5,-1.6
8,"may",2012,0,11.3,0,7.3,0,6.7,0,0.9,1002.7,10.4,0,15,0,350,0,23,5.7,1968,10.505,2.6,4,7,7,0.1
9,"may",2012,0,10.8,0,7.1,0,5.4,0,2,999.7,10.2,0,15,0,70,0,20,0,804,9.445,1.7,2.4,6.5,6.5,-0.2
10,"may",2012,0,11.4,0,8.4,0,9,0,5.2,1005.2,7.2,0,14,0,340,0,23,0.4,971,10.667,1.6,2.2,2.8,2.8,-3.8
11,"may",2012,0,11.4,0,5.2,0,5.1,0,0.4,1026.5,10.2,0,16,0,340,0,26,12.7,2585,10.105,2.8,4.5,5.1,5.1,-1.3
12,"may",2012,0,12.6,0,1.9,0,-2.9,0,0,1037.9,4.9,0,10,0,280,0,14,14.8,2837,10.954,3,4.3,7.9,7.9,1.8
13,"may",2012,0,12.9,0,4.4,0,-0.6,0,4.5,1026.6,12.2,0,20,0,220,0,29,7.3,2075,11.477,2,3.6,5.3,5.3,-0.7
14,"may",2012,0,12.3,0,7.5,0,7.1,0,1.7,1017.2,13,0,19,0,280,0,31,8.4,2234,11.392,2.6,4.3,6.1,6.1,0.2
15,"may",2012,0,11.1,0,5.3,0,3.9,0,0.8,1022.6,10.9,0,18,0,330,0,29,8.1,2168,10.135,2.7,4.3,7.9,7.9,2.2
16,"may",2012,0,12.1,0,2.9,0,-1.4,0,0.7,1022.1,4.2,0,10,0,200,0,14,3.9,1768,10.515,2.3,3.2,9.3,9.3,3.8
17,"may",2012,0,12.7,0,6.9,0,5.9,0,1.2,1011.8,4.1,0,8,0,300,0,12,1.2,953,11.087,1.7,2.3,9.7,9.7,4.3
18,"may",2012,0,11.2,0,8.7,0,7.6,0,4.2,1005.7,6.7,0,12,0,70,0,17,0.1,623,10.63,1.5,2,6.8,6.8,1.5
19,"may",2012,0,12.7,0,8.2,0,7.5,0,0.9,1008.8,7.8,0,15,0,40,0,23,1.4,1020,10.78,1.8,2.5,7.6,7.6,2.4
20,"may",2012,0,14.5,0,9.1,0,8.7,0,0.4,1009.6,5.6,0,11,0,190,0,17,4.4,1770,12.438,2.4,3.5,9.4,9.4,4.4
21,"may",2012,0,14.7,0,10.4,0,9.8,0,3.4,1007.5,8.7,0,13,0,170,0,21,1.4,1319,13.075,1.8,2.8,7.7,7.7,2.9
22,"may",2012,0,15.5,0,12.3,0,12.2,0,7.3,1011.5,9.7,0,15,0,170,0,23,0.7,1105,13.507,1.6,2.5,1.9,1.9,-2.8
23,"may",2012,0,15.4,0,12.6,0,12.2,0,0.9,1019.1,10.2,0,18,0,140,0,28,1.2,705,13.19,1.5,2.2,2.5,2.5,-2.1
24,"may",2012,0,20.5,0,8.7,0,12.5,0,0,1022.9,6.8,0,14,0,130,0,22,12.9,2595,15.16,3.6,5.2,6,6,1.7
25,"may",2012,0,25.9,0,7.3,0,5.3,0,0.1,1017.5,6.2,0,16,0,110,0,32,13.6,2685,16.72,4.2,5.7,9.9,9.9,5.7
26,"may",2012,0,24.9,0,12.2,0,15.7,0,0,1011.9,11.5,0,20,0,70,0,42,14,2709,18.055,5.2,7.1,14.6,14.6,10.9
27,"may",2012,0,17.1,0,11,0,7.9,0,0.5,1013.2,4.2,0,12,0,100,0,27,0.7,890,15.747,1.8,2.4,15.6,15.6,12.2
28,"may",2012,0,16.9,0,12.7,0,11.8,0,0.4,1011.5,11.2,0,20,0,90,0,40,2.2,1236,14.613,2.6,3.6,17.5,17.5,14.3
29,"may",2012,0,18.8,0,13.4,0,10.6,0,0.9,1012.5,8.5,0,13,0,140,0,19,4,1693,15.655,3.1,4.2,19.2,19.2,16.4
30,"may",2012,0,15.3,0,12,0,9.8,0,1.3,1014,6.9,0,11,0,170,0,17,0.5,1149,15.193,1.9,2.7,19.4,19.4,16.8
31,"may",2012,0,15.4,0,12.9,0,12.4,0,4.2,1016.3,7.6,0,13,0,200,0,19,0,676,14.945,1.2,1.7,16.2,16.2,13.8
1,"jun",2012,0,18.3,0,13.5,0,13.5,0,0,1014.7,3.7,0,9,0,100,0,16,0.3,1051,16.292,1.9,2.5,17.8,17.8,15.6
2,"jun",2012,0,16.7,0,12.8,0,13.6,0,23.2,1007.2,6.7,0,17,0,80,0,25,0,365,15.198,1.1,1.4,0,-4.5,-6.6
3,"jun",2012,0,14.3,0,11.9,0,12.7,0,0.8,1007.3,7.3,0,14,0,290,0,20,0.1,815,14.823,1.4,2,0.6,0.6,-5.6
4,"jun",2012,0,15.8,0,10.6,0,10.6,0,2.8,1011.7,6.7,0,14,0,110,0,21,3.6,1705,14.665,2.8,3.8,0.6,0.6,-5.4
5,"jun",2012,0,15.5,0,10.9,0,9.5,0,7,1003.6,6.8,0,12,0,260,0,20,2.7,1693,15.068,2.3,3.4,0,-4.1,-9.8
6,"jun",2012,0,16.8,0,11.3,0,9.1,0,2,994.8,4.3,0,10,0,220,0,15,7,2383,16.49,3.3,4.5,1.3,1.3,-8
7,"jun",2012,0,13.2,0,11.4,0,11,0,9.6,988.4,11.5,0,20,0,310,0,34,0,565,14.158,1.2,1.8,0,-7.1,-10
8,"jun",2012,0,13.9,0,10,0,9.2,0,1.4,1000.1,17.3,0,26,0,280,0,39,9.3,2463,13.523,3,5.3,1.6,1.6,-7.9
9,"jun",2012,0,14.8,0,6.7,0,2.8,0,0,1007.5,3.7,0,9,0,250,0,13,6.5,2109,14.392,2.9,3.9,4.5,4.5,-4.6
10,"jun",2012,0,16.6,0,10.8,0,9.4,0,0.3,1004.9,4.2,0,10,0,200,0,14,0.6,1790,15.835,2.8,3.8,6.8,6.8,-1.9
11,"jun",2012,0,16.3,0,11.8,0,11,0,0,1005,6.5,0,14,0,320,0,19,4.1,1943,15.977,3,4.2,9.6,9.6,1.2
12,"jun",2012,0,14.3,0,11.3,0,9,0,0,1010.9,10.9,0,15,0,330,0,24,9.1,2501,14.863,3.4,5.2,12.7,12.7,4.5
13,"jun",2012,0,14.7,0,8.4,0,4.5,0,0.1,1011.2,5.2,0,10,0,340,0,15,3.1,1483,14.432,2.3,3.2,14.6,14.6,6.8
14,"jun",2012,0,14.1,0,10.7,0,8.4,0,9.1,996.7,12.4,0,24,0,100,0,48,0.3,1037,13.108,2,2.9,7.2,7.2,-0.4
15,"jun",2012,0,14.9,0,12.5,0,10.3,0,26.9,987,10.5,0,20,0,240,0,27,0.1,880,14.25,1.5,2.3,0,-10,-10
16,"jun",2012,0,14.6,0,11,0,11.9,0,0.2,1001.4,10.8,0,17,0,310,0,23,4.6,1562,14.175,2.2,3.4,2,2,-7.5
17,"jun",2012,0,14.4,0,9.2,0,6.8,0,0.2,1012.5,3.7,0,9,0,270,0,12,6.2,2117,14.788,2.9,3.9,4.6,4.6,-4.5
18,"jun",2012,0,15.4,0,8.8,0,7.2,0,8.6,1012,6.6,0,12,0,220,0,18,6.6,1826,14.46,2.6,3.7,0,-1.5,-10
19,"jun",2012,0,16.2,0,6.7,0,2.7,0,0,1013,7.2,0,13,0,180,0,20,11.7,2918,15.045,3.7,5.4,3.7,3.7,-5.8
