"date","month","year","ind","maxtp","ind.1","mintp","igmin","gmin","ind.2","rain","cbl","wdsp","ind.3","hm","ind.4","ddhm","ind.5","hg","sun","glorad","soil","pe","evap","smd_wd","smd_md","smd_pd"
13,"jun",2019,0,12.6,0,9.5,0,10,0,1.8,1007.6,9.8,0,15,0,10,0,24,0.1,989,13.873,1.7,2.6,17.3,17.3,18.4
14,"jun",2019,0,13.8,0,7.4,0,8.9,0,2.3,1002.7,6.7,0,13,0,230,0,18,6.2,1953,14.245,2.5,3.7,17.1,17.1,18.5
15,"jun",2019,0,14.7,0,5.2,0,2.6,0,1.2,1005,5.7,0,13,0,230,0,17,8.5,2336,14.53,3,4.3,18.4,18.4,20
16,"jun",2019,0,15.7,0,10.2,0,8.5,0,1,1005,10.4,0,17,0,230,0,24,5.3,2231,15.212,2.9,4.6,19.9,19.9,21.6
17,"jun",2019,0,16.4,0,11.2,0,6.2,0,0.2,1008.8,10.4,0,15,0,230,0,22,10.6,2937,16.31,3.6,5.8,22.6,22.6,24.6
18,"jun",2019,0,15.6,0,8.3,0,4.2,0,0,1010,4.8,0,9,0,270,0,13,9.8,2175,16.11,2.9,4,24.9,24.9,27
19,"jun",2019,0,15.2,0,7,0,3.5,0,0.1,1008.7,8.1,0,16,0,270,0,20,3.4,1856,15.903,2.4,3.6,26.7,26.7,28.9
20,"jun",2019,0,15.2,0,8.9,0,9,0,1.5,1011.9,8.8,0,13,0,270,0,21,10.2,2767,16.158,3.4,5.3,27.8,27.8,30.2
21,"jun",2019,0,16.5,0,5.3,0,2.4,0,0,1015.8,6.1,0,12,0,180,0,17,8.9,2426,16.2,3,4.4,30,30,32.6
22,"jun",2019,0,18,0,13.4,0,11.2,0,0,1011.2,11.3,0,20,0,100,0,33,0.7,1266,15.835,3,4,32.2,32.2,34.9
23,"jun",2019,0,16.8,0,14.9,0,13.9,0,9.2,1006.9,10.3,0,18,0,100,0,30,0.1,480,15.438,1.7,2.2,24.2,24.2,27
24,"jun",2019,0,18.4,0,12.3,0,13.4,0,0,1013.2,5,0,8,0,130,0,13,3.1,1582,16.39,2.5,3.4,26.1,26.1,29.1
25,"jun",2019,0,20.1,0,11.4,0,8.4,0,10.4,1019.9,4.2,0,10,0,80,0,16,5.8,1951,17.125,3,4,18,18,21.1
26,"jun",2019,0,22.2,0,13,0,10.3,0,0,1023.6,9.7,0,22,0,70,0,31,10,2638,17.845,4.1,6,21.5,21.5,24.8
27,"jun",2019,0,28,0,17.7,0,16.8,0,0,1018.2,9.3,0,28,0,80,0,35,6.1,1905,18.673,4.8,6,25.4,25.4,28.9
28,"jun",2019,0,21.8,0,15.5,0,17.6,0,0,1013.2,10,0,25,0,80,0,35,6.3,1757,18.908,3.3,4.6,27.9,27.9,31.6
29,"jun",2019,0,18.1,0,14.8,0,14.4,0,0.4,1011.7,9.6,0,15,0,210,0,22,1.2,1086,17.93,2.1,3,29.1,29.1,32.8
30,"jun",2019,0,16.5,0,13.3,0,13.1,0,1,1014.5,11.2,0,15,0,230,0,22,0.7,1291,17.292,2.2,3.2,29.7,29.7,33.5
1,"jul",2019,0,16.4,0,12.5,0,11.8,0,0,1022.2,8.8,0,16,0,300,0,23,5.1,2173,17.09,3.2,4.7,32,32,36
2,"jul",2019,0,16.8,0,11.6,0,12.3,0,0,1026,6.3,0,11,0,0,0,17,2.2,1698,16.862,2.9,4,34.1,34.1,38.1
3,"jul",2019,0,19,0,10.1,0,8.9,0,0,1026.3,4.8,0,12,0,280,0,15,9.8,2445,17.265,3.7,5,36.7,36.7,40.8
4,"jul",2019,0,18.8,0,8.1,0,4.3,0,0,1024.2,4.4,0,11,0,330,0,15,14.8,2972,17.567,4,5.5,39.3,39.3,43.6
5,"jul",2019,0,18.4,0,10.1,0,7.3,0,0,1019.3,5.4,0,11,0,260,0,15,13.5,3010,17.94,3.9,5.5,41.8,41.8,46.1
6,"jul",2019,0,17.1,0,13.5,0,13.3,0,0,1014.9,5.2,0,9,0,310,0,13,0.2,1154,17.802,2,2.7,43.1,43.1,47.4
7,"jul",2019,0,19.3,0,14.9,0,14.8,0,0,1015.8,4.5,0,10,0,270,0,13,1.6,2013,18.153,3.2,4.3,45,45,49.4
8,"jul",2019,0,19.4,0,13.2,0,13.9,0,0,1017.9,3.9,0,9,0,260,0,12,7.3,2310,18.68,3.4,4.6,47,47,51.5
9,"jul",2019,0,20.5,0,11,0,7.4,0,0,1017.8,5.8,0,12,0,240,0,17,6.6,2147,18.345,3.2,4.5,48.9,48.9,53.4
10,"jul",2019,0,17.7,0,15.5,0,15.5,0,11.8,1013.1,8.8,0,13,0,210,0,20,0,498,18.035,1.1,1.5,37.7,37.7,42.2
11,"jul",2019,0,18.3,0,14.1,0,14.3,0,2.8,1011.8,6.7,0,12,0,290,0,17,2.2,1841,18.208,2.6,3.7,36.6,36.6,41.1
12,"jul",2019,0,18.4,0,13.9,0,13.8,0,0.1,1019.3,7.7,0,12,0,340,0,19,4.6,2128,18.388,3.2,4.6,38.6,38.6,43.2
13,"jul",2019,0,18.9,0,13.4,0,13.5,0,0,1024,6.2,0,11,0,330,0,17,9.5,2516,18.45,3.7,5.2,41,41,45.7
14,"jul",2019,0,20.2,0,10.7,0,7.4,0,0,1021.4,4.4,0,10,0,280,0,13,15.1,2960,18.712,4,5.6,43.5,43.5,48.3
15,"jul",2019,0,20.7,0,11.8,0,8.7,0,0,1017.9,5,0,11,0,200,0,15,3.1,1560,18.683,2.7,3.6,45.2,45.2,49.9
16,"jul",2019,0,19.8,0,11.8,0,8.4,0,0,1015.2,6.2,0,12,0,230,0,18,5.9,2144,18.665,3.1,4.4,47,47,51.8
17,"jul",2019,0,18.3,0,15.2,0,14.3,0,4.2,1010.1,10.8,0,16,0,200,0,23,1.6,1252,18.378,2.3,3.3,44.1,44.1,49
18,"jul",2019,0,17.9,0,14.2,0,13.7,0,4.8,1006.5,8.4,0,14,0,270,0,22,0.8,1210,17.987,2.3,3.2,40.7,40.7,45.6
19,"jul",2019,0,18.9,0,14.8,0,13.8,0,6.2,1000.1,12.9,0,25,0,250,0,34,0.3,907,17.817,1.8,2.7,35.7,35.7,40.6
20,"jul",2019,0,18.7,0,14.5,0,13.5,0,0.3,1006.8,8.6,0,15,0,300,0,20,1.6,1428,17.653,2.7,3.7,37.2,37.2,42.2
21,"jul",2019,0,18.7,0,14.8,0,14.1,0,11.5,1009.9,14.9,0,22,0,210,0,32,0.1,409,17.608,1,1.5,26.3,26.3,31.3
22,"jul",2019,0,19.5,0,17.5,0,16.6,0,0,1011.9,14.9,0,18,0,190,0,28,0.1,793,17.885,1.6,2.4,27.5,27.5,32.6
23,"jul",2019,0,19.7,0,15.7,0,16.8,0,5.7,1007.8,11.3,0,15,0,160,0,26,0.1,757,17.942,1.5,2.2,23,23,28
24,"jul",2019,0,19.1,0,15.1,0,14,0,8.8,1001.2,11.3,0,22,0,130,0,37,0.1,803,17.76,1.6,2.3,15.5,15.5,20.6
25,"jul",2019,0,20.3,0,16.1,0,15.9,0,22.8,996.2,13.3,0,19,0,170,0,36,1,1367,17.98,2.2,3.4,0,-5.4,-0.3
26,"jul",2019,0,17.3,0,13,0,13.8,0,2.9,1003,9.8,0,18,0,270,0,27,2.4,1261,17.85,1.9,2.9,0,-1,-1.2
27,"jul",2019,0,17.8,0,10.1,0,8,0,0.4,1009.5,5.3,0,11,0,280,0,15,11.1,2498,17.94,3.3,4.6,2.9,2.9,1.7
28,"jul",2019,0,17.2,0,12.5,0,9.7,0,0,1008.2,4.7,0,10,0,20,0,15,0.7,1372,18.017,2.5,3.3,5.3,5.3,4.2
29,"jul",2019,0,17.8,0,13.7,0,12.5,0,0.3,1005.5,7.4,0,14,0,350,0,22,1.1,1428,17.788,2.5,3.5,7.4,7.4,6.4
30,"jul",2019,0,17.6,0,14.1,0,13.5,0,0,1008.5,8.5,0,14,0,320,0,21,5.6,1863,17.743,3,4.2,10.1,10.1,9.4
31,"jul",2019,0,18.2,0,11.9,0,13.5,0,1.1,1013.7,7.1,0,14,0,310,0,18,10.8,2611,18.455,3.4,5,12.1,12.1,11.7
1,"aug",2019,0,18.8,0,8.9,0,6.3,0,0,1017.2,3.8,0,8,0,270,0,11,8.7,1894,17.88,2.7,3.6,14.5,14.5,14.3
2,"aug",2019,0,19.4,0,11,0,8.2,0,1.6,1014.8,6.7,0,12,0,180,0,19,2.7,1117,17.475,2.1,2.8,14.8,14.8,14.7
3,"aug",2019,0,19,0,15.3,0,13.2,0,3.9,1010.1,9.2,0,15,0,120,0,27,2.3,1118,17.5,2.2,3.1,12.8,12.8,12.9
4,"aug",2019,0,17.7,0,13.7,0,15.1,0,18.8,1004.8,8.8,0,14,0,200,0,21,2.4,922,17.625,1.7,2.4,0,-4.5,-4.2
5,"aug",2019,0,18.3,0,13.9,0,12.6,0,8.2,1002.1,13.3,0,20,0,210,0,29,1.9,1385,17.225,2.3,3.5,0,-5.9,-10
6,"aug",2019,0,18.1,0,13.9,0,13.7,0,1.4,1001.4,10.5,0,16,0,270,0,22,2.2,1432,17.407,2.1,3.2,0.7,0.7,-8.7
7,"aug",2019,0,18.4,0,11.9,0,13,0,0.4,1004.2,6.6,0,12,0,280,0,15,10.7,2581,18.28,3.2,4.7,3.5,3.5,-5.5
8,"aug",2019,0,20.3,0,10.7,0,8.8,0,13,995.8,8,0,17,0,80,0,31,6.3,1422,17.938,2.3,3.2,0,-7.2,-10
9,"aug",2019,0,20,0,15.9,0,13.9,0,10.2,982.8,8.7,0,15,0,180,0,25,0.6,1001,18.24,1.9,2.6,0,-8.3,-10
10,"aug",2019,0,16.8,0,13.9,0,13.8,0,29,996.6,15.7,0,25,0,230,0,37,0.2,683,17.535,1.4,2.1,0,-10,-10
11,"aug",2019,0,16.4,0,10.4,0,12.4,0,1,1010.4,7.3,0,13,0,340,0,20,2.6,1506,16.655,2.2,3.2,1.2,1.2,-8.3
12,"aug",2019,0,17.1,0,9.8,0,7.5,0,5,1014.8,5.7,0,12,0,270,0,16,9,2295,16.673,3,4.2,0,-0.8,-9.9
13,"aug",2019,0,16.8,0,11.9,0,11.8,0,7.6,1010.5,6.8,0,12,0,170,0,19,0.4,846,17.103,1.4,2,0,-6.2,-10
14,"aug",2019,0,18.3,0,15,0,15.1,0,2,1006.7,12.1,0,20,0,270,0,28,0.9,961,17.4,1.6,2.5,0,-0.4,-9.9
15,"aug",2019,0,18.8,0,14.7,0,14.1,0,2.8,1009,11.1,0,16,0,200,0,26,0.8,1209,17.575,2.1,3,0,-0.7,-10
16,"aug",2019,0,18.9,0,14.6,0,14.9,0,27.8,1000.3,14.8,0,23,0,170,0,35,2.3,1419,17.775,2.1,3.4,0,-10,-10
17,"aug",2019,0,17.8,0,12.7,0,11.1,0,0.4,998.8,13.2,0,19,0,230,0,29,7.3,1938,17.34,2.9,4.4,2.5,2.5,-7
18,"aug",2019,0,17,0,13.1,0,11.2,0,5.2,1003.2,14.8,0,20,0,270,0,28,2.4,1306,16.68,2.2,3.4,0,-0.5,-9.6
19,"aug",2019,0,16.9,0,12.2,0,10.9,0,2.1,1013.3,10.8,0,17,0,270,0,25,7.5,1890,16.497,2.7,4,0.6,0.6,-8.5
20,"aug",2019,0,17.7,0,12.9,0,10.9,0,2.2,1019.2,9.1,0,15,0,260,0,21,0.9,1140,16.642,2.1,2.9,0.4,0.4,-8.2
21,"aug",2019,0,16.3,0,14.5,0,13.5,0,3.4,1018.3,13.5,0,21,0,210,0,31,0,304,16.37,1,1.4,0,-2,-10
22,"aug",2019,0,19.2,0,15.5,0,14.9,0,0,1017.3,11.5,0,18,0,220,0,25,0.4,584,16.585,1.3,1.9,1.3,1.3,-8.2
23,"aug",2019,0,18.3,0,14.8,0,13.9,0,0,1015.4,10.6,0,18,0,180,0,26,2.3,1291,16.682,2.2,3.2,3.5,3.5,-5.5
24,"aug",2019,0,17.9,0,13.8,0,13,0,6.6,1012,5.5,0,10,0,160,0,16,0.2,692,16.88,1.4,1.8,0,-1.7,-10
25,"aug",2019,0,17.5,0,12.3,0,11.9,0,0,1016.4,5.2,0,10,0,300,0,15,3.1,1424,16.938,2.2,3,2.2,2.2,-7.3
26,"aug",2019,0,17,0,9.3,0,7.5,0,3.2,1014.8,7.4,0,12,0,200,0,17,0.1,680,16.59,1.2,1.7,0.2,0.2,-9
27,"aug",2019,0,16.4,0,12.9,0,14.5,0,20.4,1007.8,10.5,0,19,0,290,0,25,0,456,16.737,1.1,1.5,0,-10,-10
28,"aug",2019,0,17.1,0,12.1,0,9.5,0,0.4,1010.2,8.6,0,16,0,210,0,22,6,1402,16.32,2.2,3.1,1.8,1.8,-7.7
29,"aug",2019,0,18.4,0,14.1,0,11.3,0,0.1,1011.4,14.8,0,19,0,230,0,29,0.8,929,16.325,2,2.8,3.7,3.7,-5.4
30,"aug",2019,0,17.7,0,15.6,0,15.1,0,25.8,1005.5,17.1,0,20,0,200,0,32,0,393,16.568,1.1,1.6,0,-10,-10
31,"aug",2019,0,16.5,0,12.2,0,11.4,0,1.4,1008.3,12.1,0,22,0,310,0,31,9,1922,16.22,2.2,3.5,0.8,0.8,-8.7
1,"sep",2019,0,16.5,0,12.1,0,10,0,1.6,1018.8,8.8,0,14,0,260,0,22,2.6,1136,15.753,2,2.8,1.1,1.1,-7.9
2,"sep",2019,0,16.4,0,12.7,0,10.9,0,1.8,1020.4,9.5,0,19,0,260,0,27,0.3,843,15.997,1.5,2.1,0.8,0.8,-7.9
3,"sep",2019,0,17,0,13.5,0,13.4,0,6.6,1017.6,10.6,0,16,0,290,0,24,0.1,512,16.427,1.3,1.8,0,-4.5,-10
4,"sep",2019,0,15.9,0,11.7,0,10.4,0,5.5,1022.4,14.5,0,22,0,320,0,33,6.8,1532,15.622,2.3,3.5,0,-3.2,-10
5,"sep",2019,0,16.7,0,11.6,0,9.4,0,0,1027.6,8.4,0,16,0,250,0,22,2.2,1140,15.198,2,2.7,2,2,-7.5
6,"sep",2019,0,16.7,0,12.8,0,12.6,0,5.2,1023.2,11.3,0,19,0,260,0,27,6.4,1429,15.642,1.9,2.9,0,-1.4,-10
7,"sep",2019,0,16.5,0,8.9,0,10.4,0,0,1025.6,5.2,0,9,0,10,0,15,9.6,1884,15.665,2.3,3.2,2.3,2.3,-7.2
8,"sep",2019,0,16.3,0,9.1,0,6.9,0,7.2,1018.7,6.8,0,16,0,220,0,25,0.2,758,15.618,1.1,1.6,0,-3.8,-10
9,"sep",2019,0,15.3,0,11.5,0,10,0,3.2,1015.2,10.7,0,17,0,350,0,27,6.6,1545,15.275,2.2,3.3,0,-1,-10
10,"sep",2019,0,16.5,0,8.1,0,4.5,0,3.8,1017.2,8.7,0,18,0,220,0,25,0.4,506,14.635,0.8,1.2,0,-3,-10
11,"sep",2019,0,17.2,0,14.4,0,14.2,0,3.6,1016.4,9.9,0,20,0,230,0,28,3.3,1325,15.887,1.8,2.6,0,-1.8,-10
12,"sep",2019,0,16.8,0,9.4,0,14.3,0,0.6,1024.8,10.7,0,17,0,200,0,25,4.1,984,16.225,1.1,1.8,0.5,0.5,-9
13,"sep",2019,0,16.4,0,6.9,0,3.5,0,0,1033.6,3.3,0,7,0,280,0,10,11,1720,15.363,1.9,2.6,2.4,2.4,-6.7
14,"sep",2019,0,16.6,0,8.4,0,4.5,0,0,1029.1,6.3,0,11,0,230,0,16,2.6,1174,15.198,1.5,2.2,3.8,3.8,-4.8
15,"sep",2019,0,16.6,0,14.6,0,14.2,0,1.2,1023.4,7.4,0,12,0,260,0,16,0.1,535,15.945,0.9,1.3,3.5,3.5,-4.9
16,"sep",2019,0,18.4,0,13.9,0,15.3,0,2,1021.5,6.5,0,12,0,250,0,17,2.3,1111,16.653,1.7,2.3,3.2,3.2,-4.9
17,"sep",2019,0,17.9,0,10,0,7.8,0,0,1024.7,3.7,0,10,0,90,0,14,6.7,1357,16.597,1.7,2.4,4.9,4.9,-2.9
18,"sep",2019,0,18.2,0,7.7,0,5.2,0,0.1,1026.6,3.2,0,7,0,260,0,9,11.3,1722,16.132,1.9,2.6,6.6,6.6,-1
19,"sep",2019,0,20.8,0,7.8,0,4.8,0,0,1024.5,4.3,0,10,0,150,0,17,10.9,1696,15.858,2.2,3.1,8.7,8.7,1.3
20,"sep",2019,0,19.3,0,14.5,0,9.4,0,0,1011.2,13.1,0,21,0,90,0,34,10.7,1701,15.64,3.4,4.4,11.8,11.8,4.7
21,"sep",2019,0,17.9,0,15.1,0,13.5,0,21.5,996.9,12.5,0,19,0,120,0,35,0.4,255,15.66,1.5,1.9,0,-8.3,-10
22,"sep",2019,0,16.5,0,12.6,0,11.3,0,0.3,997.9,6.2,0,12,0,290,0,16,7.8,1407,16,1.6,2.3,1.3,1.3,-8.2
23,"sep",2019,0,18.3,0,13.9,0,10.2,0,13.3,996.5,11.8,0,17,0,210,0,31,0.4,524,15.82,1.2,1.6,0,-10,-10
24,"sep",2019,0,16.1,0,14.1,0,13.4,0,7.8,992.6,14,0,20,0,290,0,30,0.1,397,15.802,0.8,1.3,0,-7,-10
25,"sep",2019,0,16.5,0,13,0,11.6,0,6.6,995.9,10.3,0,21,0,230,0,32,0.3,322,15.688,0.8,1.1,0,-5.8,-10
26,"sep",2019,0,15.9,0,12.6,0,11.1,0,5.6,994.4,14.8,0,22,0,230,0,32,2.2,760,15.215,1.5,2.1,0,-4.1,-10
27,"sep",2019,0,15.7,0,11.5,0,10.9,0,12,998.7,15.1,0,25,0,250,0,38,5.4,1117,15.028,1.4,2.2,0,-10,-10
28,"sep",2019,0,14.5,0,12.4,0,12.1,0,26,995.9,10.6,0,21,0,260,0,30,0,344,14.965,0.9,1.3,0,-10,-10
29,"sep",2019,0,15.9,0,9,0,11.8,0,0.6,997.9,8.3,0,18,0,20,0,31,6.6,1144,14.672,1.3,1.9,0.7,0.7,-8.8
30,"sep",2019,0,16.5,0,9.4,0,6.4,0,40.8,998.6,9.5,0,22,0,100,0,31,1.2,455,14.392,0.8,1.2,0,-10,-10
1,"oct",2019,0,14.9,0,9.5,0,9.8,0,2,1002.8,8.5,0,17,0,10,0,27,3.9,921,14.49,1.2,1.7,0,-0.8,-10
2,"oct",2019,0,14.5,0,4.5,0,1.1,0,0,1016.3,5.1,0,13,0,130,0,22,4,1131,13.667,1.4,1.9,1.4,1.4,-8.1
3,"oct",2019,0,16.2,0,12,0,9.4,0,10.1,1004.3,19.7,0,26,0,250,0,46,0.7,457,13.705,1.4,2,0,-7.3,-10
4,"oct",2019,0,16.2,0,13.5,0,12,0,0.9,1004.6,12.8,0,26,0,270,0,36,5.1,1050,14.09,1.5,2.2,0.6,0.6,-8.9
5,"oct",2019,0,15.9,0,12.7,0,14.3,0,13.5,1006.2,9.5,0,14,0,170,0,23,2.8,684,14.972,0.9,1.4,0,-10,-10
6,"oct",2019,0,14.4,0,11,0,8.5,0,17.2,1008.3,10.1,0,22,0,150,0,36,1.9,616,14.375,1.1,1.5,0,-10,-10
7,"oct",2019,0,16.2,0,12.6,0,10.4,0,3.6,1003.7,13.2,0,19,0,230,0,29,4,945,14.243,1.3,1.9,0,-2.3,-10
8,"oct",2019,0,14.3,0,9.6,0,8.7,0,3,1002.4,16.6,0,23,0,250,0,36,5.4,994,13.825,1.6,2.3,0,-1.4,-10
9,"oct",2019,0,13.8,0,9.3,0,7.1,0,6,1004.9,15.4,0,21,0,280,0,32,4,825,13.27,1.4,2,0,-4.6,-10
10,"oct",2019,0,15.6,0,11.6,0,9.4,0,7.6,1003.3,14.9,0,21,0,220,0,31,1,530,13.46,1.2,1.6,0,-6.4,-10
11,"oct",2019,0,14.3,0,10.3,0,8.7,0,1,999.4,8.6,0,15,0,250,0,20,2.4,628,13.493,1.1,1.5,0.1,0.1,-9.4
12,"oct",2019,0,15.1,0,9.4,0,7,0,2.6,999.4,6.9,0,13,0,220,0,19,5.8,923,13.13,1.2,1.6,0,-1.3,-10
13,"oct",2019,0,13.9,0,8.6,0,5.7,0,10.6,997.8,6.2,0,12,0,150,0,23,7.3,953,12.792,1.1,1.5,0,-9.5,-10
14,"oct",2019,0,13.7,0,10,0,5.9,0,37.2,997.4,8.3,0,14,0,340,0,23,0.3,511,12.483,1,1.3,0,-10,-10
15,"oct",2019,0,13.6,0,6.4,0,1.8,0,6.8,994.9,9.5,0,18,0,290,0,28,0,319,12.245,0.5,0.8,0,-6.3,-10
16,"oct",2019,0,13.8,0,9.4,0,6.7,0,6,996.5,10.7,0,18,0,210,0,33,5,897,12.087,1.4,1.8,0,-4.6,-10
17,"oct",2019,0,11.9,0,8.7,0,8,0,20.4,990.8,11.7,0,24,0,260,0,36,1.1,366,11.765,0.9,1.2,0,-10,-10
18,"oct",2019,0,12.8,0,9.6,0,7.5,0,8.8,992,11.8,0,22,0,250,0,34,4.1,712,11.575,1.1,1.5,0,-7.7,-10
19,"oct",2019,0,12.9,0,7.6,0,4.7,0,4.6,1003.7,7.9,0,16,0,20,0,24,1.7,498,11.528,0.9,1.2,0,-3.7,-10
20,"oct",2019,0,13.1,0,9.4,0,8.3,0,0.1,1015.7,9.9,0,15,0,30,0,23,4.2,833,11.587,1.6,2,1.5,1.5,-8
21,"oct",2019,0,12,0,4.1,0,0,0,0,1022,3.6,0,9,0,40,0,15,8.6,1025,11.048,0.9,1.3,2.3,2.3,-6.7
22,"oct",2019,0,12.5,0,6.9,0,1.5,0,0.8,1015.6,9,0,15,0,220,0,25,0.1,321,11.11,0.8,1.1,2.3,2.3,-6.4
23,"oct",2019,0,13.5,0,10,0,9.6,0,19.6,1004.9,11.8,0,20,0,190,0,34,0.9,236,11.67,0.6,0.9,0,-10,-10
24,"oct",2019,0,12.2,0,6.2,0,5.9,0,1.6,1002.9,5.3,0,10,0,230,0,16,4.9,675,11.505,0.6,0.9,0,-1,-10
25,"oct",2019,0,8.9,0,6.2,0,4.8,0,5.4,1003.5,2.5,0,6,0,80,0,8,0,205,11.057,0.5,0.6,0,-4.9,-10
26,"oct",2019,0,10.4,0,4.2,0,0.9,0,2.6,1011.1,5.9,0,14,0,310,0,26,5.8,752,10.648,0.8,1.1,0,-1.8,-10
27,"oct",2019,0,11.4,0,3.1,0,-0.7,0,0,1021.8,3.4,0,8,0,70,0,11,3.2,593,10.015,0.7,1,0.7,0.7,-8.8
28,"oct",2019,0,10,0,5.6,0,2.4,0,0,1021.2,9.8,0,18,0,70,0,26,3.4,530,9.635,1.1,1.4,1.8,1.8,-7.3
29,"oct",2019,0,11.5,0,5.9,0,2,0,0,1016.8,12.2,0,17,0,60,0,28,1.3,457,9.345,1.2,1.5,3,3,-5.7
30,"oct",2019,0,13.6,0,11.1,0,4.5,0,2.4,1012,12.2,0,21,0,110,0,44,1,390,10.26,1.2,1.5,1.7,1.7,-6.6
31,"oct",2019,0,14.4,0,12.1,0,10.2,0,8,1004.1,8.2,0,14,0,140,0,22,0,222,11.118,0.7,0.9,0,-5.6,-10
1,"nov",2019,0,14.1,0,9.6,0,11.5,0,18.8,985.4,12.9,0,24,0,250,0,38,0,156,11.917,0.7,0.9,0,-10,-10
2,"nov",2019,0,12,0,9.6,0,8.6,0,10.4,974.8,19.5,0,29,0,280,0,42,0.9,305,11.4,0.8,1.2,0,-9.6,-10
3,"nov",2019,0,11.8,0,7.3,0,8.1,0,11.4,979.9,13.8,0,22,0,300,0,35,0.4,283,11.11,0.6,0.9,0,-10,-10
4,"nov",2019,0,12.2,0,5.8,0,3,0,2.2,984.8,9.2,0,21,0,10,0,31,1.2,276,10.507,0.8,1,0,-1.4,-10
5,"nov",2019,0,12.2,0,7.3,0,9.1,0,0.2,1003.4,8.8,0,20,0,20,0,31,1.4,392,10.658,0.8,1,0.6,0.6,-8.9
6,"nov",2019,0,10.8,0,6.6,0,5.6,0,8.8,1000.4,12.2,0,25,0,290,0,37,1.5,357,10.312,0.9,1.1,0,-7.4,-10
7,"nov",2019,0,10.3,0,6.9,0,4.3,0,3.2,996,16.3,0,27,0,270,0,43,3.2,491,9.57,1.1,1.4,0,-2.1,-10
8,"nov",2019,0,11.8,0,3.4,0,-0.8,0,4.4,1007.1,5.1,0,17,0,190,0,27,4.5,562,9.372,0.4,0.6,0,-4,-10
9,"nov",2019,0,10.4,0,6.4,0,1.5,0,4,1006.8,14.3,0,24,0,280,0,33,3.3,488,9.44,0.7,0.9,0,-3.3,-10
10,"nov",2019,0,10.5,0,4.9,0,3.2,0,10.2,1007.9,11,0,28,0,290,0,50,0.9,212,9.202,0.5,0.7,0,-9.7,-10
11,"nov",2019,0,9.4,0,5.7,0,3.8,0,6.8,1007.4,18.1,0,30,0,300,0,44,1.7,350,8.8,1.3,1.7,0,-5.5,-10
12,"nov",2019,0,9.4,0,6.2,0,4.5,0,1.6,1006.5,11.1,0,20,0,310,0,30,4.7,477,8.387,1.1,1.3,0,-0.5,-10
13,"nov",2019,0,8.6,0,5.3,0,3,0,14.2,995.1,16.5,0,31,0,250,0,41,0.9,301,8.149,1,1.3,0,-10,-10
14,"nov",2019,0,8.7,0,5.7,0,3,0,0.6,1000.6,17.4,0,32,0,20,0,47,3.7,435,7.849,1.2,1.5,0.6,0.6,-8.9
15,"nov",2019,0,8.8,0,3.3,0,3.2,0,0.2,1014.7,9,0,16,0,10,0,25,5.4,560,7.676,0.8,1,1.2,1.2,-7.9
16,"nov",2019,0,8.4,0,1.6,0,-0.7,0,0.2,1009.2,2.7,0,6,0,150,0,10,0,257,7.534,0.4,0.6,1.4,1.4,-7.3
17,"nov",2019,0,9.3,0,2.5,0,0.1,0,4.4,1013.9,9,0,19,0,20,0,30,1.3,300,7.821,0.7,0.8,0,-2.4,-10
18,"nov",2019,0,10.6,0,-0.4,0,-3.5,0,1.6,1011.1,8.7,0,19,0,150,0,29,0.1,192,7.225,0.6,0.8,0,-1,-10
19,"nov",2019,0,11.4,0,4.3,0,0,0,17,999.7,9.8,0,21,0,150,0,34,4.1,446,8,0.4,0.6,0,-10,-10
20,"nov",2019,0,10.8,0,6.1,0,4.4,0,9.6,992.5,9,0,16,0,150,0,29,0.8,294,8.328,0.6,0.7,0,-9,-10
21,"nov",2019,0,11.1,0,5.4,0,5,0,0,989.3,5.8,0,9,0,70,0,15,3.4,367,8.27,0.5,0.6,0.5,0.5,-9
22,"nov",2019,0,9.2,0,5.4,0,2.9,0,0.2,988,4.8,0,11,0,10,0,16,3.5,383,8.174,0.3,0.5,0.6,0.6,-8.5
23,"nov",2019,0,9.9,0,2.3,0,1.9,0,0,995.4,6.6,0,14,0,20,0,23,1.5,204,8.155,0.4,0.5,1,1,-7.6
24,"nov",2019,0,11.9,0,2.3,0,-0.9,0,8.6,993,9.8,0,22,0,100,0,35,0,107,7.855,0.4,0.5,0,-7.2,-10
25,"nov",2019,0,11.6,0,9.4,0,7.2,0,4.8,990.5,6.1,0,11,0,230,0,16,0.6,232,9.038,0.3,0.5,0,-4.5,-10
26,"nov",2019,0,10.4,0,8.6,0,7.9,0,24.2,977.4,9.3,0,19,0,60,0,30,0,68,9.21,0.5,0.7,0,-10,-10
27,"nov",2019,0,10.7,0,7.7,0,6.9,0,0.1,983.2,4.2,0,12,0,10,0,22,0,185,9.342,0.3,0.4,0.2,0.2,-9.3
28,"nov",2019,0,10.2,0,5.4,0,5.1,0,3.4,997.9,2,0,5,0,200,0,7,0.1,191,9.267,0.2,0.3,0,-3,-10
29,"nov",2019,0,11.2,0,5.9,0,1.9,0,0.2,1008.2,6.9,0,17,0,90,0,34,2.3,318,8.977,0.3,0.4,0.1,0.1,-9.4
30,"nov",2019,0,11.8,0,7.4,0,4.9,0,0.4,1011.7,10.8,0,18,0,100,0,37,0.6,136,9.115,1,1.1,0.7,0.7,-8.3
